code;name;street;city;postalcode;lat;lng
FI 5662 EC;Lihatukku Harri Tamminen Oy / Tamminen Oy;Nygårdintie 43;Sipoo;04240;60.4171625;25.1690055
FI 5703 EC;Lapin Gourmetkokit Tmi;Koppelotieva 28;Sodankylä;99650;67.5081016;26.6029937
FI 5730 EC;Lihamestari Vaske Oy;Yrittäjäntie 42 A 4;Karkkila;03600;60.5213265;24.2393304
FI 580-1 EC;Palvi-Pirtti;Niemeläntie 86;Parikkala;59100;61.5735760;29.5788271
FI 5831 EC;Tuotekehityspaja;Jalkalantie 6;Suonenjoki;77600;62.6251364;27.1370520
FI 586-3 EC;Jussi Lindholm;Kirakantie 178;Salo;25610;60.1803836;22.9986709
FI 5860 EC;Kivikylän Kotipalvaamo Oy;Säkyläntie 120;Säkylä;27800;61.0637419;22.3263584
FI 5861 EC;Apetit Ruoka Oy;Maakunnantie 4;Säkylä;27800;61.0788566;22.2569446
FI 5864 EC;Luomu Invest Oy;Luvalahdentie 125;Säkylä;27710;61.1076648;22.2951247
FI 60012 EC;Ålands Centralandelslag;Drittel-Mattesgränd 7;Jomala;22150;60.1557145;19.9376732
FI 60015 EC;Mattas Gårdsmejeri;Norra Finnbyvägen 8;Sund;22530;60.2530332;20.1198637
FI 60107 EC;Hämeen Ammatti-Instituutti Oy;Kankaistenkatu 33 C;Hämeenlinna;13220;61.0133524;24.4786524
FI 60125 EC;Valio Oy;Vihiojantie 3;Tampere;33800;61.4774254;23.7870786
FI 60130 EC;Osuuskunta Satamaito;Satakunnantie 7;Ulvila;28400;61.4233764;21.8884583
FI 60132 EC;Valio Ltd.;PL 116;Riihimäki;11101;60.7390089;24.7728148
FI 60134 EC;Valio Ltd.;Meijeritie 3;Helsinki;00390;60.2257767;24.8732525
FI 60134 EC;Valio Ltd.;PL 60;Valio;00039;60.2565178;25.1152593
FI 60137 EC;Valio Ltd.;Fazerintie 2;Vantaa;01230;60.2567267;25.1123455
FI 60141 EC;Hämeenlinnan Osuusmeijeri;Meijerikatu 4;Hämeenlinna;13100;61.0032854;24.4390742
FI 60143 EC;Valio Oy;PL 45;Turenki;14201;60.9204847;24.6510032
FI 60149 EC;Valio Ltd.;PL 116;Riihimäki;11101;60.7390089;24.7728148
FI 60151 EC;Herrgårds Glass Ab;Sillbölen kartanontie 110;Tenhola;10520;60.0576791;23.2991277
FI 60158 EC;Mäkelän Tilajuustola;Kankostentie 390;Hietana;16200;60.8014127;26.1231968
FI 60159 EC;Suomisen Maito Oy;Tarvasjoentie 25;Aura;21380;60.6499508;22.5865661
FI 60164 EC;Isontuvan Jäätelö Oy;Mäenpäänraitti 66;Karinainen;21840;60.6291330;22.8005330
FI 60181 EC;Arolan Kotijuustola Oy;Pertunkulmantie 101 B;Urjala;31700;61.0808445;23.6283043
FI 60183 EC;Jumon Juustola;Jumontie 38;Iniö;23390;60.4225240;21.3785067
FI 60185 EC;Heikkilän Tila;Köökinmäentie 1;Laitikkala;36660;61.2525679;24.3509723
FI 60203 EC;Valio Ltd.;Meijerintie 1;Joensuu;80100;62.6019672;29.7839125
FI 60220 EC;Valio Oy;PL 38;Lapinlahti;73101;60.1719521;24.9055228
FI 60223 EC;Osuuskunta Maitomaa;Kuopiontie 2;Suonenjoki;77600;62.6264230;27.1264728
FI 60232 EC;Lieksan Laatuherkut Oy;Rantalantie 2;Lieksa;81720;63.3104528;30.0389028
FI 60238 EC;Polven Juustola;Polventie 59 A;Savero;45460;60.8300060;26.9642171
FI 60239 EC;Paavolan Kotijuustola;Vanhamaantie 336;Elimäki;47200;60.7193914;26.4974646
FI 60255 EC;Miettilän Juustola;Saarisentie 140;Sulkava;58700;61.8689852;28.4147888
FI 60265 EC;Milk In;Jalkalantie 6;Suonenjoki;77600;62.6251364;27.1370520
FI 60266 EC;Jukolan Juusto Oy;Kuusirinne 11;Leivonmäki;41770;61.9120420;26.1180060
FI 60267 EC;By Maitola Oy;Koivikontie 8;Puhos;82430;62.0849836;29.9093599
FI 60268 EC;MaitoKarelia Oy;Teollisuustie 27;Kitee;82340;62.1070404;29.9235225
FI 60272 EC;Kyytselän Jäätelö;Läänänmäentie 145;Hurskaala;77320;62.1972829;27.3706781
FI 60288 EC;Kurimon Tilameijeri Ay;Leppämäentie 244;Pörsänmäki;74550;61.8933360;25.1761126
FI 60310 EC;Valio Ltd.;PL 337;Seinäjoki;60101;62.7906684;22.8398019
FI 60311 EC;Osuuskunta Maitokolmio;PL 16;Toholampi;69301;63.7726231;24.2515450
FI 60319 EC;Osuuskunta Maitokolmio;Jussinmäentie 1;Sievi;85410;63.8975728;24.5298760
FI 60320 EC;Valio Oy;Valiontie 9;Äänekoski;44100;62.5865370;25.7831131
FI 60321 EC;Valio Ltd.;PL 12;Jyväskylä;40351;63.0753671;21.6558306
FI 60331 EC;Jokilaakson Juusto Oy;Juustotie 12;Jämsä;42100;61.8646783;25.2158388
FI 60351 EC;Foodin Oy;Metsälehmuksentie 7;Vaajakoski;40800;62.2306174;25.9153311
FI 60355 EC;Juustoportti Food Oy;Meijeritie 3;Jalasjärvi;61600;62.5046850;22.7270030
FI 60357 EC;Riitan Herkku Oy;Varastotie 6;Mustasaari;65610;63.1263081;21.7251136
FI 60359 EC;H.Kontio Oy;Hangaskyläntie 648;Kainasto;61820;62.4813006;22.0598207
FI 60365 EC;Juustoportti Food Oy;Meijeritie 3;Jalasjärvi;61600;62.5046850;22.7270030
FI 60366 EC;Juustoportti Food Oy;Keisarintie 145;Pentinmäki;61710;62.4165532;22.7917909
FI 60367 EC;Foodwest Oy;Kärryväylä 4;Seinäjoki;60100;62.7745909;22.8995496
FI 60367 EC;Foodwest Oy;Vaasantie 1 C;Seinäjoki;60100;62.7960941;22.8274439
FI 60372 EC;Östmans Jordbrukssammanslutning;Karvsorvägen 74;Kaitsor;66710;63.2365939;22.2738898
FI 60374 EC;Ylimartimon Lähijuustola;Korpilahdentie 88;Vähäkyrö;66500;63.1004403;22.0451706
FI 60378 EC;Härmä Food Oy / Riitan Herkku Oy;Meijerintie 12;Voltti;62310;63.2817013;22.8215131
FI 60381 EC;Rantakallion Juustola Oy;Finnbyntie 3;Metsälä;64440;62.1078976;21.5241371
FI 60384 EC;T:mi Ternijaloste Raino Oikari;Päivärinnantie 2;Yli-Lesti;69450;63.4745996;24.7630857
FI 60385 EC;Sillankorvan Yrttijuusto;Pahkakankaankuja 26;Evijärvi;62540;63.4034030;23.3378604
FI 60386 EC;Liisankankaan Jäätelö;Savijärventie 357;Muurasjärvi;44880;63.5438971;25.2408201
FI 60395 EC;Jukkola Food Oy;Alaviirteentie 144;Lohtaja;68230;64.0260113;23.5065987
FI 60398 EC;Jouni Viljamaa;Järvikyläntie 132;Koivisto;85430;64.0015523;23.5032663
FI 60403 EC;Kuusamon Juusto Oy;Kitkantie 110;Kuusamo;93600;65.9990738;29.1650584
FI 60407 EC;Valio Ltd.;Teollisuustie 4;Haapavesi;86600;64.1457451;25.3786314
FI 60412 EC;Valio Ltd.;PL 534;Oulu;90101;65.0117869;25.4701983
FI 60423 EC;Jokisen Juustola;Lehtimäentie 19;Oulainen;86510;64.2417771;24.9825763
FI 60426 EC;Koivulan Kotijuustola;Pyhänsivuntie 679;Muhos;91500;64.8457156;26.1792773
FI 60435 EC;Vaalan Juustola Oy;Puusepäntie 4;Vaala;91700;64.5609265;26.8587575
FI 60437 EC;Huuskolan Jäätelö Oy;Huuskonniementie 19 A;Vuokatti;88610;64.1459667;28.2696599
FI 60440 EC;Naaskon Kotijuustola;Koivistonpää 21;Kantomaanpää;95660;66.4278960;24.0618198
FI 60458 EC;Arctic Ice Cream Factory Oy;Vuonelontie 19 B;Rovaniemi;96400;66.4932543;25.7617268
FI 60460 EC;Pitkäsen Maalaisjuustola;Kiviperäntie 80 A, Lehto;Kuusamo;93999;66.0931397;29.5247479
FI 60461 EC;Meän Liha Oy;Kätkävaarantie 69;Loue;95340;66.1590941;24.9879332
FI 60503 EC;Arla Oy;PL 33;Söderkulla;01151;60.2983918;25.3306031
FI 60507 EC;Porlammin Meijeri Oy;Myrskyläntie 1 A;Porlammi;07820;60.6814723;26.0344434
FI 60557 EC;Riitan Herkku Oy;Yrittäjäntie 5;Mustasaari;65610;63.1267263;21.7348431
FI 606-2 EC;Raaseporin Lihajaloste Oy;Vanha Turuntie 82;Raasepori;10420;60.0917563;23.5157799
FI 60605 EC;Tenala Mejeri;Sockenvägen 2;Tenala;10520;60.0615691;23.2909303
FI 60606 EC;Freskfoods Oy;Kaarinantie 270;Littoinen;20660;60.4327221;22.3835304
FI 60611 EC;Suomi Meijeri Oy;Mustialankatu 1;Helsinki;00790;60.2301324;25.0218109
FI 60619 EC;Leader Foods Oy;Äyritie 8 C;Vantaa;01510;60.2927770;24.9697301
FI 60619 EC;Leader Foods Oy;Sementtitehtaankatu 2 C;Vantaa;01510;60.2929970;25.0435254
FI 60619 EC;Leader Foods Oy;Sementtitehtaankatu 2 c;Kerava;01510;60.3870703;25.1055392
FI 60620 EC;Herkkutilan Oy;Latokartanontie 7A;Helsinki;00700;60.2449365;25.0134475
FI 60621 EC;SEF Food Oy;Juvan Teollisuuskatu 30;Espoo;02920;60.2796737;24.7606220
FI 60624 EC;Local Artisans Oy;Timpurinkuja 4;Porvoo;06100;60.4109991;25.6931545
FI 60626 EC;Foodiq Oy;Emalikatu 9;Järvenpää;04400;60.5070266;25.0720420
FI 60627 EC;Ålandsmejeriet Finland Ab Oy;Ahtonkaari 3;Lieto;21420;60.4714418;22.3960050
FI 60630 EC;Ab Gebna Oy;Myrskyläntie 4;Porlammi;07820;60.6813402;26.0314719
FI 60631 EC;Hedvi Markkinointi Oy;Telekatu 2;Turku;20360;60.4917224;22.2888614
FI 60632 EC;Pakkauspalvelu Irpack Oy;Kurkisuonkatu 7;Piispanristi;20760;60.4138833;22.3260082
FI 60642 EC;Froneri Finland Oy Turengin tehdas;Koulutie 3;Turenki;14200;60.9241261;24.6507193
FI 60649 EC;Saloniemen Juustola;Salorannantie 166;Laitila;23800;60.9881719;21.6855794
FI 60654 EC;Asikkalan Juustola;Vähimaantie 119;Vähimaa;17400;61.2130436;25.3879624
FI 60658 EC;Peevon Tila;Peevontie 13;Sastamala;32730;61.2768588;22.7074767
FI 60671 EC;Herkkujuustola Oy;Kurvosentie 3;Sastamala;38420;61.5016363;23.0852348
FI 60673 EC;Kasaro Oy;Juurakko tie 6;Isojoki;64900;62.1143416;21.9587762
FI 607-1 EC;Polvijärven Liha-Aitta;Kinahmontie 31;Polvijärvi;83700;62.9030156;29.4319956
FI 6082 EC;Tapola Oy;Harjuntausta 8;Tampere;33400;61.5158462;23.6693760
FI 60860 EC;Pack Company Oy;Teollisuustie 12;Mustasaari;65610;63.1180825;21.7101638
FI 60865 EC;Mejerista Jessica;Åkervägen 2 D;Jeppo;66850;63.4029757;22.6558534
FI 6088 EC;Yrjö Wigren Oy;Patamäenkatu 2;Tampere;33900;61.4594501;23.7426940
FI 6130 EC;Meän Liha Oy;Kätkävaarantie 69;Tervola;95340;66.1590941;24.9879332
FI 6150 EC;Laidun Hereford Oy;Kainaston Keskustie 7;Teuva;64770;62.4869027;21.7460027
FI 619-1 EC;Metsärannan Liha;Metsärannantie 100;Punkalaidun;31850;61.1157761;23.0993583
FI 62 EC;Snellmanin Lihanjalostus Oy/ Snellmans Köttförädling Ab;Kuusisaarentie 1;Pietarsaari;68600;63.6636065;22.7632788
FI 624-1 EC;Neittamon Herkku Oy;Sutelantie 303;Kotka;48400;60.4975428;26.8480380
FI 6265 EC;Nestlé Turun tehdas;Pansiontie 43 A;Turku;20101;60.4443281;22.2252820
FI 6265 EC;Suomen Nestle Oy;Pansiontie 43 A;Turku;20100;60.4443281;22.2252820
FI 6271 EC;Kaivon Liha Kaunismaa Oy;Kaarningonkatu 8-12;Turku;20740;60.4270814;22.3063265
FI 6273 EC;Oy Lunden Ab Jalostaja;Pansiontie 45;Turku;20200;60.4465808;22.1901923
FI 6276 EC;Turun Mestaripalvi Oy;Radiomiehenkatu 4;Turku;20320;60.4678868;22.2089954
FI 6280 EC;Viktor Elo Oy;Autokatu 12;Turku;20380;60.4829209;22.3184591
FI 6282 EC;Suomen Laatuliha Oy;Kaarinantie 270;Kaarina;20660;60.4327221;22.3835304
FI 635-3 EC;Strutsitila Syrjynen;Kirvuntie 76;Pälkäne;36600;61.3709391;24.2470293
FI 6381 EC;Insku Ky;Nuorgamintie 4676;Utsjoki;99990;70.0806176;27.8591608
FI 6382 EC;Tenon Luonnontuote Ky;Nuorgamintie 3750 A;Nuorgam;99990;70.0806176;27.8591608
FI 6382 EC;Tenon Luonnontuote Ky;Nuorgamintie 3750 A;Utsjoki;99990;70.0805256;27.8583874
FI 6383 EC;Porotuote Länsman Ky;Nuorgamintie 795 B;Utsjoki;99980;69.9086992;27.0285293
FI 6384 EC;Tundra Poro Ky;Porotie 25;Utsjoki;99950;69.4000908;25.8588593
FI 6385 EC;Lumiporo Oy;Poromiehentie 9;Utsjoki;99950;69.4003584;25.8525951
FI 6402 EC;Saarioinen Oy;Tikinmaankatu 21;Valkeakoski;37630;61.2818362;23.9626579
FI 6462 EC;Lihatukku J. Peltovirta Ky;Pääkkösentie 50;Sastamala;38200;61.3164518;22.9465558
FI 6463 EC;Pirkanmaan Lihapalvelu Oy;Pääkkösentie 59;Sastamala;38200;61.3164518;22.9465558
FI 6471 EC;HKFoods Finland Oy;Väinö Tannerin tie 1;Vantaa;01510;60.2904605;24.9582251
FI 6474 EC;Lihatukku Harri Tamminen;Itäinen Valkoisenlähteentie 21;Vantaa;01260;60.2970995;25.1000917
FI 6475 EC;Pakastamo Oy;Itäinen Valkoisenlähteentie 21;Vantaa;01260;60.2970995;25.1000917
FI 6476 EC;HOK-Elanto Liiketoiminta Oy, Herkkukeittiö;Tahkotie 1 C;Vantaa;01530;60.3023480;24.9113535
FI 6477 EC;Dried Buddy Oy / Kuivalihakundi;Vallunkuja 2;Tuusula;05400;60.5438413;24.9324492
FI 6479 EC;Kivipyykintie lihankäsittelylaitos / Johan i Hallen & Bergfalk Oy;Kivipyykintie 1;Vantaa;01260;60.2976187;25.1058407
FI 6480 EC;Kasapoglu sucuk Helsinki / Tmi Karagöz;Kiitoradantie 7 b 414;Vantaa;01530;60.3020371;24.9880228
FI 6500 EC;Vallan Maukas Oy;Vallilantie 98;Vehmaa;23200;60.6321975;21.7743255
FI 6620 EC;Tannilan porotuote;Ritvantie 576;Oulu;91240;65.4972939;26.0873153
FI 6630 EC;Rexholmens Highland;Rexholmsvägen 100;Vöyri;66640;63.2713608;22.1537485
FI 6645 EC;Länsikairan Poro Oy;Kylätie 14;Ylitornio;;66.3740493;23.8789398
FI 6646 EC;Aavasaksan Poro;Varpumäki 8;Ylitornio;59600;66.2990246;23.6728351
FI 6680 EC;Veljekset Mattila Oy;Vaihtotie 13-15;Ylöjärvi;33470;61.5546280;23.5570993
FI 6681 EC;Nakki-Hannu Oy;Ylötie 1;Ylöjärvi;33470;61.5587234;23.5350502
FI 699-3 EC;Lapin Kaamosliha Oy;Sieppijärventie 66;Rovaniemi;97420;67.1628933;24.9590634
FI 73 EC;Pouttu Oy;Tehtaankatu 1;Kannus;69100;63.8946966;23.9476877
FI 739-1 EC;Reiposen tila;Elomäentie 256;Savitaipale;54770;61.1398500;27.2725826
FI 74 EC;HKFoods Finland Oy;Kuvernöörinkatu 27;Outokumpu;83500;62.7092178;28.9924342
FI 742-1 EC;Oravan Porotuote;Sallantie 132;Savukoski;98850;67.2342916;28.4041232
FI 758-2 EC;Osuuskunta Kota-Poro Sodankylä;Meltauksentie 5617;Sodankylä;97370;67.3670943;26.0831906
FI 758-3 EC;Porotokka Juhani Maijala Ky;Orajärventie 1764;Sodankylä;99600;67.3761678;26.6356390
FI 758-4 EC;Lokan Jaloste;Purnusaarentie 11;Sodankylä;99645;67.8192337;27.7509708
FI 759-1 EC;KJ-Kalax Oy;Alajärventie 864;Soini;63800;62.8915283;24.1442642
FI 761-1 EC;Someron Palvimyynti Oy;Lummetie 2 A;Somero;31400;60.6277196;23.5336887
FI 761-2 EC;Veli-Matti Rämön siipikarjan pienteurastamo;Lehtimäentie 438;Somero;31520;60.6900261;23.3292522
FI 78 EC;Atria Suomi Oy / Atria Finland Ltd;Rahikkatie 95;Kauhajoki;61850;62.4388479;22.2082709
FI 834-1 EC;Maatilan Lihakauppa Makuliha Oy;Kärsäkuja 6;Tammela;31300;60.8223876;23.8145931
FI 837-1 EC;Tampereen Lihajaloste Oy;Tohlopinranta 12;Tampere;33270;61.5084297;23.6656958
FI 837-3 EC;Tampereen ammattiopisto, lihankäsittely ja -valmistelaitos;Hepolamminkatu 10;Tampere;33720;61.4575948;23.8531027
FI 846-1 EC;Laidun Hereford Oy;Kainaston Keskustie 7;Teuva;64770;62.4869027;21.7460027
FI 848-1 EC;Raja-Karjalan Liha-Hovi Oy;Kiteentie 88;Tohmajärvi;82600;62.2239431;30.3098752
FI 849-3 EC;Maatila A. Pöntiö Oy;Härkänevantie 89;Toholampi;69410;63.6159756;24.3573736
FI 853-10 EC;Turun Eines Oy;Verstaskatu 12;Turku;20360;60.4926679;22.2566297
FI 853-5 EC;Lihaliike Reino Jokinen Ky;Kauppahalli, Linnankatu 15;Turku;20100;60.4515944;22.2669983
FI 886-1 EC;Tilateurastamo Vuorenmaa;Kullaantie 414;Ulvila;28260;61.5044816;21.9748740
FI 887-1 EC;Paijan Tilateurastamo;Saarikontie 141;Urjala;31700;61.0045286;23.7748083
FI 90 EC;Viskaalin teurastamo;Viskaalintie 54;Muhos;91510;64.8885105;25.8089934
FI 933-1 EC;Noutotila Niittymäki;Haavistontie 219;Mänttä-Vilppula;35700;61.9468583;24.4715173
FI 942-2 EC;Kyrön Makkara;Vöyrintie 57;Vaasa;66500;63.0957722;21.6159187
FI 977-1 EC;Esko Hannula Oy;Savontie 1670;Ylivieska;84880;63.9912900;24.7797516
FI 979-2 EC;Yläneen Palvaamo;Palvaamontie 6;Pöytyä;21900;60.9401994;22.4490372
FI 980-1 EC;Kestiherkku Oy;Muovitie 20;Ylöjärvi;33470;61.5617623;23.5480982
FI 980-1 EC;Kestiherkku T:mi;Muovitie 20;Ylöjärvi;39160;61.5617623;23.5480982
FI 99 EC;Vainion Teurastamo Oy;Orivillentie 11;Orimattila;16300;60.8239892;25.7319137
FI F01652 EC;Vehmaan Maut Oy;Kisällintie 2;Asikkala;17200;61.1592008;25.6103401
FI F01652 EC;Vehmaan Maut Oy;Kisällintie 2;Vääksy;17200;61.1593254;25.6105407
FI F01653 EC;Päijät-Hämeen Koulutuskonserni/ Koulutuskeskus Salpaus;Laurellintie 55;Vääksy;17320;61.1752192;25.5300579
FI F04056 EC;Salmonfarm;Kasnäsvägen 1294;Kasnäs;25930;59.9204524;22.4105526
FI F04057 EC;Kasnäs Lax;Träskedevägen 22;Kasnäs;25930;59.9237881;22.4093879
FI F04950 EC;Kalamakasiini Oy;Koskelontie 16 B;Espoo;02920;60.2590932;24.7163633
FI F04951 EC;Fuku Oy / Fuku Keskuskeittiö;Masalantie 10 B 20-24;Espoo;02600;60.2089051;24.7970528
FI F04951 EC;Fuku Oy / Fuku keskuskeittiö;Masalantie 10 B 20-24;Espoo;02600;60.2089051;24.7970528
FI F04952 EC;G.C.Kala Oy;Juvan teollisuuskatu 32;Espoo;02920;60.2800185;24.7607381
FI F05052 EC;Kolvaan Kala Oy/Kauttuan laitos;Neitsytpolku 1;Kauttua;27500;61.1156230;22.1722874
FI F05053 EC;Mannilan Kalasatama;Kalaranta 53;Mannila;27670;61.0187413;22.1772354
FI F05154 EC;Pekan Kalapaja;Lapijoentie 10;Eurajoki;27100;61.1927288;21.7068664
FI F07251 EC;Marjaniemen Kalasataman Huoltohalli Hailuodon Kunta;Marjaniementie 796;Hailuoto;90480;65.0081018;24.6890027
FI F07252 EC;Hailuodon Halstari Oy;Marjaniementie 783;Hailuoto;90480;65.0402707;24.5614078
FI F07551 EC;Kirstin Kala Ay;Palkkikuja 3;Hamina;49420;60.5453499;27.1291839
FI F08452 EC;Kellon Kalatuote Ky;Kotikankaantie 5;Kello;90820;65.1140790;25.3881657
FI F08453 EC;Haukiputaan kunta/ Kiviniemen kalasataman halli;Kiviniementie;Haukipudas;90831;65.1763737;25.3532265
FI F09151 EC;Ab Chipsters Food Oy;Sementtitehtaankatu 5;Kerava;04260;60.3873482;25.1037105
FI F09152 EC;Finnish Freshfish Oy Kalamesta;Sörnäistenkatu 7;Helsinki;00580;60.1925894;24.9741600
FI F09157 EC;Kalatukku E. Eriksson Oy;Holkkitie 12 A;Helsinki;00880;60.2122361;25.0585397
FI F09164 EC;Äyriäistukku Frisch Haus Finland Oy;Vanha talvitie 8;Helsinki;00580;60.1910231;24.9756624
FI F09173 EC;Tuomaan Kalatukku Oy;Kivikonlaita 37 B;Helsinki;00940;60.2473420;25.0634824
FI F09175 EC;Fisu Pojat Oy;Vanha talvitie 8;Helsinki;00580;60.1910231;24.9756624
FI F09176 EC;Wok Wok Suomi ruoka Oy;Vanha talvitie 8;Helsinki;00580;60.1910231;24.9756624
FI F09251 EC;Johan i Hallen & Bergfalk Oy;Kuussillantie 16;Vantaa;01230;60.2616907;25.0917051
FI F09253 EC;Compass Group Finland Oy;Lumijälki 2;Vantaa;01740;60.2912266;24.9311675
FI F09553 EC;Hätälä Oy;Pohjoinen satamatie 520;Himanka;68100;64.0698730;23.6398934
FI F09752 EC;Järvi-Suomen Kalatuote Oy;Vahvamäentie 42;Hirvensalmi;52550;61.6245116;26.7473326
FI F09754 EC;Liukkosen Kala Oy;Kangastie 12 B;Hirvensalmi;52550;61.6508291;26.7741319
FI F09755 EC;Hirvensalmen Kala Oy;Vahvamäentie 42;Hirvensalmi;52550;61.6245116;26.7473326
FI F10152 EC;Heimon Kala Oy Mossala;Houtskarintie 1998;Mossala;21770;60.2692053;21.4055836
FI F10552 EC;Kainuun Lohi Oy Hyrynsalmen laitos;Koskitie 36 Paimenniemi;Hyrynsalmi;89400;64.6707457;28.5022117
FI F13954 EC;Kalaliike H. Kuha Ahuk Oy;Konintie 4 A;Ii;91100;65.3339483;25.3728406
FI F13957 EC;Rantakestilän kalankäsittelytila;Telakkakuja 9;Ii;91100;65.3227184;25.3219163
FI F13958 EC;Iin Lihatuote Oy;Sampankuja 4;Jakkukylä;91210;65.3022964;25.6143995
FI F13958 EC;Iin Lihatuote Oy;Sampankuja 4;Ii;91210;65.3022964;25.6143995
FI F14250 EC;Kala-Iitti;Rautatienkatu 19;Kausala;47400;60.8886314;26.3362279
FI F14351 EC;H. Viitakoski Oy (Sata-Hämeen kalajalostus Oy);Niemenmäentie 7;Ikaalinen;39500;61.7420730;23.0226595
FI F14853 EC;Arctic Fish Oy;Lintumaantie 2;Ivalo;99800;68.6588185;27.5348114
FI F14854 EC;Veskoniemen kalankäsittelylaitos;Veskoniementie 1127;Ivalo;99800;68.6588185;27.5348114
FI F14855 EC;Saamelaisalueen koulutuskeskus, Hopialammen kalankäsittelylaitos;Toivoniementie 246;Kaamanen;99910;69.0683739;27.1120244
FI F14856 EC;Inarin kalankäsittelylaitos;Satamatie 5;Ivalo;99800;68.6588185;27.5348114
FI F15052 EC;Oy Lyckans Fisk Ab;Söderby;Iniö;23390;60.3759848;21.3942763
FI F17151 EC;Huutokosken Arvo-Kala Oy;Ruukintie 55;Huutokoski;79620;62.1986836;27.7274406
FI F18052 EC;Jorma Martinmäki Oy;Teuravuomantie 18;Kolari;95900;67.2648370;23.8311197
FI F18054 EC;Komppa-Seppälän tila;Kolulantie 20;Korpilahti;41800;62.0278038;25.4851012
FI F20551 EC;Koutalahden kalasatama;Kalasatamantie;Kajaani;87500;64.2651807;27.5195350
FI F20554 EC;Mulari Reijo;Pappilanniementie 209;Nakertaja;87830;64.2505119;27.6942929
FI F20851 EC;Birkala Ay;Lippotie 5;Kalajoki;85100;64.2653578;23.9243819
FI F20853 EC;Vähäsarja Oy;Konikarvontie 200;Rahja;85180;64.2126649;23.7028025
FI F20853 EC;Vähäsarja Oy;Konikarvontie 200;Kalajoki;85180;64.2126649;23.7028025
FI F20854 EC;Konikarvon kalasataman huolto- ja perkuutila/Kalajoen kaupunki;Konikarvontie 200;Rahja;85180;64.2126649;23.7028025
FI F20855 EC;Pikku-Mansikan kalahalli;Pohjoinen satamatie 535 B;Himanka;68100;64.0698730;23.6398934
FI F21650 EC;Haapalahden kalankäsittelyhalli;Hilmontie 300;Kannonkoski;43300;63.0315918;25.3585157
FI F22450 EC;Hailia Nordic Oy;Yrittäjäntie 60;Karkkila;03600;60.5186456;24.2425534
FI F22750 EC;Mätitalo Oy;Kemppaanmäentie 649;Syvänniemi;71570;62.8565065;27.1569455
FI F23151 EC;Martin Kala Oy;Kalasatamantie 162;Kaskinen;64260;62.3499285;21.2213108
FI F23154 EC;Kaskö Fiskehallen Ab;Fiskehamnsvägen 161;Kaskö;64260;62.3499285;21.2213108
FI F23155 EC;Finskis Oy;Fiskehamnsvägen 164;Kaskö;64260;62.3499285;21.2213108
FI F23156 EC;Kaskö Fiskargille rf;Fiskehamnsvägen;Kaskö;64260;62.3499285;21.2213108
FI F23157 EC;Silva Seafood Finland Oy;Fiskehamnsvägen 160;Kaskö;64260;62.3499285;21.2213108
FI F23159 EC;Meitmeal Oy Ab;Fiskhamsvägen 146 E;Kaskö;64260;62.3845858;21.2225761
FI F24053 EC;T:mi Markku Sotisaari;Sotisaarentie 18;Kemi;94300;65.7746434;24.5125527
FI F24054 EC;Ajoksen Luonnonkala Oy;Kalasatamankatu 9;Kemi;94900;65.6736454;24.5175574
FI F24651 EC;Kerimäen Kalafile Oy;Kokonlahdentie 15;Raikuu;58320;62.0427090;29.4555588
FI F24852 EC;Laukkasen Kala Oy;Ruokkeentie 58;Kesälahti;59800;61.8851453;29.6971635
FI F24853 EC;Puruveden Savukala Oy;Poroniementie 2 a;Kesälahti;59800;61.8932513;29.7978079
FI F25250 EC;Kaakkolammen Lohi Tmi;Niemenkyläntie 145;Kinnula;43900;63.3664181;24.9429329
FI F25865 EC;Merikotkan Kala Oy;Juha Vainion katu 99;Kotka;48100;60.4601985;26.9630732
FI F26051 EC;Tapio Hirvonen;Otravaarantie 20;Närsäkkälä;82590;62.6336590;30.5624709
FI F26550 EC;Laakson kalankäsittely ja huoltotilat;Laaksontie 71;Kivijärvi;43800;63.1967386;25.0827773
FI F27150 EC;Kalastusyhtymä Isokorpi;Tuliniementie;Kauvatsa;32920;61.3368854;22.5026412
FI F27253 EC;Trullevin Kalasatama / Timo Hakala;Trullevintie 663;Kokkola;67300;63.9153848;23.0747658
FI F27254 EC;Marinkaisten kalankäsittelyhalli;Mansikkakarintie 114;Marinkainen;68210;63.9363386;23.4063180
FI F27255 EC;Kalotti Thermo Oy Ab;Lekatie 11;Kokkola;67100;63.8348990;23.0846874
FI F27255 EC;Thermo Transit Finland Oy;Lekatie 11;Kokkola;67100;63.8348990;23.0846874
FI F27256 EC;T:mi Harri Lahti;Lekatie 11;Kokkola;67800;63.8348990;23.0846874
FI F27257 EC;Ekofish Ab;Haralandvägen 1;Karleby;67800;63.8391421;23.1336845
FI F27551 EC;Nordic Trout Ab / Siikakosken kalanviljelylaitos;Sirkkamäentie 187;Konnevesi;44300;62.6265053;26.3318107
FI F27553 EC;Rantamäenkala Oy;Korteharjuntie 86;Konnevesi;44370;62.8171448;26.0804304
FI F28053 EC;Camillas Fiskdelikatess Ab;Flatgrundsvägen 31;Molpe;66210;62.8792961;21.2676120
FI F28055 EC;Servicehuset Storkorshamn;Storkorshamn Fiskehamn, Svartgrundsvägen 34;Harrström;66290;62.7255184;21.1813769
FI F28056 EC;PK Norrdahl Ab;Kalskatvägen 20;Harrström;66290;62.7357667;21.1783795
