4008,4008,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre, sans peau, crue","Potato, peeled, raw"
4013,4013,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre noisette, surgelée, crue","Mashed potato balls pre-fried, frozen, raw"
4014,4014,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre vapeur, sous vide","Potato, steamed, vacuum-packed"
4015,4015,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre, sautée/poêlée","Potato, sautéed/pan-fried"
4016,4016,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre, flocons déshydratés, au lait ou à la crème","Potato flakes, dehydrated, with milk or cream"
4017,4017,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse","Potato puree, made from flakes, reconstituted with whole milk, with added fat"
4018,4018,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre, purée, avec lait et beurre, non salée","Potato puree, with milk and butter, unsalted"
4019,4019,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée","Potato puree, made from flakes, reconstituted with semi-skimmed milk and water, unsalted"
4020,4020,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre dauphine, surgelée, crue","Dauphine potato, frozen, raw"
4021,4021,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre dauphine, surgelée, cuite","Dauphine potato, frozen, cooked"
4022,4022,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre, flocons déshydratés, nature","Potato flakes, dehydrated, plain"
4023,4023,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre nouvelle, crue","New potato, raw"
4026,4026,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre, rôtie/cuite au four","Potato, roasted/baked"
4027,4027,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre rissolée, surgelée, cuite","Potato, pre-fried into cubes, frozen, cooked"
4028,4028,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau","Ware potato, boiled/cooked in water, peeled"
4029,4029,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre primeur, sans peau, bouillie/cuite à l'eau","Early potato, boiled/cooked in water, peeled"
4030,4030,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, rôties/cuites au four","French fries or chips, frozen, roasted/baked"
4032,4032,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, cuites en friteuse","French fries or chips, frozen, deep-fried"
4034,4034,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre duchesse, surgelée, cuite","Duchesse potato, frozen, cooked"
4035,4035,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre noisette, surgelée, cuite","Mashed potato balls pre-fried, frozen, cooked"
4036,4036,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre sautée/poêlée à la graisse de canard","Potato, sautéed/pan-fried, with goose fat"
4037,4037,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Chips de pommes de terre, à l'ancienne","Potato crisps, ""à l'ancienne"" (old-fashioned style)"
4038,4038,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Chips de pommes de terre et assimilés, allégées en matière grasse","Potato crisps and related, reduced fat"
4039,4039,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Rostis ou Galette de pomme de terre","Rostis or Potatoes cake"
4041,4041,"entrées et plats composés","plats composés","Aligot (purée de pomme de terre à la tomme fraîche)","Mashed potatoes w fresh tome cheese"
4042,4042,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre duchesse, surgelée, crue","Duchesse potato, frozen, raw"
4043,4043,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Pomme de terre rissolée, surgelée, crue","Potato, pre-fried into cubes, frozen, raw"
4044,4044,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, pour cuisson rôtie/ au four","French fries or chips, frozen, raw, intended to be roasted/baked"
4045,4045,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, pour cuisson micro-ondes","French fries or chips, frozen, raw, intended to be microwaved"
4046,4046,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, pour cuisson en friteuse","French fries or chips, frozen, raw, intended to be deep-fried"
4101,4101,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Patate douce, crue","Sweet potato, raw"
4102,4102,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Patate douce, cuite","Sweet potato, cooked"
4103,4103,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Patate douce, purée, cuisinée à la crème","Sweet potato, puree, cooked with cream"
5000,5000,boissons,"boisson alcoolisées","Bière brune","Beer, dark"
5001,5001,boissons,"boisson alcoolisées","Bière ""coeur de marché"" (4-5° alcool)","Beer, regular (4-5° alcohol)"
5002,5002,boissons,"boisson alcoolisées","Bière forte (>8° alcool)","Beer, strong (>8° alcohol)"
5004,5004,boissons,"boisson alcoolisées","Panaché (limonade et bière)","Shandy (beer + lemonade)"
5005,5005,boissons,"boisson alcoolisées","Panaché préemballé (<1° alc.)","Shandy, prepacked (<1° alcohol)"
5006,5006,boissons,"boisson alcoolisées","Cidre brut","Cider, dry"
5007,5007,boissons,"boisson alcoolisées","Cidre doux","Cider, sweet"
5008,5008,boissons,"boisson alcoolisées","Bière faiblement alcoolisée (3° alcool)","Beer, low alcohol-content (3° alcohol)"
5010,5010,boissons,"boisson alcoolisées","Bière ""spéciale"" (5-6° alcool)","Beer, special (5-6° alcohol)"
5011,5011,boissons,"boisson alcoolisées","Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)","Beer, ""specialty"", from abbey or regional (varying alcohol content)"
5020,5020,boissons,"boisson alcoolisées","Cidre traditionnel",Cider
5021,5021,boissons,"boisson alcoolisées","Cidre bouché demi-sec","Cider, half-dry"
5022,5022,boissons,"boisson alcoolisées","Cidre aromatisé (framboise)","Flavoured cider"
5030,5030,boissons,"boisson alcoolisées","Bière sans alcool (<1,2° alcool)","Beer, alcohol-free (<1,2° alcohol)"
5100,5100,boissons,"boisson alcoolisées","Pétillant de fruits","Sparkling fruit wine"
5201,5201,boissons,"boisson alcoolisées","Vin blanc mousseux","Wine, white, sparkling"
5207,5207,boissons,"boisson alcoolisées",Champagne,Champagne
5209,5209,boissons,"boisson alcoolisées","Vin blanc mousseux aromatisé","Wine, white, sparkling, flavoured"
5214,5214,boissons,"boisson alcoolisées","Vin rouge","Wine, red"
5215,5215,boissons,"boisson alcoolisées","Vin blanc sec","Wine, white, dry"
5216,5216,boissons,"boisson alcoolisées","Vin rosé","Wine, rose"
6001,6001,"viandes, œufs, poissons","viandes crues","Boeuf, côte, crue","Beef, rib, raw"
6002,6002,"viandes, œufs, poissons","viandes crues","Boeuf, épaule, crue","Beef, shoulder, raw"
6100,6100,"viandes, œufs, poissons","viandes cuites","Boeuf, entrecôte, partie maigre, grillée/poêlée","Beef, rib steak, lean, grilled/pan-fried"
6101,6101,"viandes, œufs, poissons","viandes cuites","Boeuf, braisé","Beef, braised"
6102,6102,"viandes, œufs, poissons","viandes crues","Boeuf, gîte à la noix, cru","Beef, round, raw"
6103,6103,"viandes, œufs, poissons","viandes crues","Boeuf, entrecôte, crue","Beef, rib steak, raw"
6104,6104,"viandes, œufs, poissons","viandes cuites","Boeuf, gîte à la noix, cuit","Beef, round, cooked"
6105,6105,"viandes, œufs, poissons","viandes cuites","Boeuf, faux-filet, rôti/cuit au four","Beef, sirloin steak, roasted/baked"
6110,6110,"viandes, œufs, poissons","viandes cuites","Boeuf, faux-filet, grillé/poêlé","Beef, sirloin steak, grilled/pan-fried"
6111,6111,"viandes, œufs, poissons","viandes crues","Boeuf, faux-filet, cru","Beef, sirloin steak, raw"
6112,6112,"viandes, œufs, poissons","viandes crues","Boeuf, faux-filet, label rouge, cru","Beef, sirloin steak, red label, raw"
6122,6122,"viandes, œufs, poissons","viandes crues","Boeuf, plat de côtes, cru","Beef, short ribs, raw"
6123,6123,"viandes, œufs, poissons","viandes cuites","Boeuf, plat de côtes, braisé","Beef, short ribs, braised"
6130,6130,"viandes, œufs, poissons","viandes crues","Boeuf, hampe, crue","Beef, thin flank, raw"
6131,6131,"viandes, œufs, poissons","viandes cuites","Boeuf, hampe, grillée/poêlée","Beef, thin flank, grilled/pan-fried"
6140,6140,"viandes, œufs, poissons","viandes crues","Boeuf, joue, crue","Beef, cheek, raw"
6141,6141,"viandes, œufs, poissons","viandes cuites","Boeuf, joue, braisée ou bouillie","Beef, cheek, braised or boiled"
6150,6150,"viandes, œufs, poissons","viandes crues","Boeuf, jarret, cru","Beef, knuckle, raw"
6151,6151,"viandes, œufs, poissons","viandes cuites","Boeuf, jarret, bouilli/cuit à l'eau","Beef, knuckle, boiled/cooked in water"
6160,6160,"viandes, œufs, poissons","viandes crues","Boeuf, tende de tranche, crue","Beef, topside, raw"
6161,6161,"viandes, œufs, poissons","viandes cuites","Boeuf, tende de tranche, grillée/poêlée","Beef, topside, grilled/pan-fried"
6162,6162,"viandes, œufs, poissons","viandes cuites","Boeuf, tende de tranche, rôtie/cuite au four","Beef, topside, roasted/baked"
6200,6200,"viandes, œufs, poissons","viandes cuites","Boeuf, steak ou bifteck, grillé","Beef, steak or beef steak, grilled"
6201,6201,"viandes, œufs, poissons","viandes crues","Boeuf, steak ou bifteck, cru","Beef, steak or beef steak, raw"
6202,6202,"viandes, œufs, poissons","viandes crues","Boeuf, boule de macreuse, crue","Beef, bolar-blade, raw"
6204,6204,"viandes, œufs, poissons","viandes crues","Boeuf, onglet, cru","Beef, hanger steak, raw"
6205,6205,"viandes, œufs, poissons","viandes cuites","Boeuf, onglet, grillé","Beef, hanger steak, grilled"
6206,6206,"viandes, œufs, poissons","viandes crues","Boeuf, rumsteck, cru","Beef, rump steak, raw"
6207,6207,"viandes, œufs, poissons","viandes cuites","Boeuf, rumsteck, grillé","Beef, rump steak, grilled"
6208,6208,"viandes, œufs, poissons","viandes cuites","Boeuf, boule de macreuse, grillée/poêlée","Beef, bolar-blade, grilled/pan-fried"
6210,6210,"viandes, œufs, poissons","viandes cuites","Boeuf, rosbif, rôti/cuit au four","Beef, roast beef, roasted/baked"
6211,6211,"viandes, œufs, poissons","viandes cuites","Boeuf, bavette d'aloyau, grillée/poêlée","Beef, flank steak, grilled/pan-fried"
6212,6212,"viandes, œufs, poissons","viandes crues","Boeuf, bavette d'aloyau, crue","Beef, flank steak, raw"
6214,6214,"viandes, œufs, poissons","viandes cuites","Boeuf, boule de macreuse, rôtie/cuite au four","Beef, bolar-blade, roasted/baked"
6230,6230,"viandes, œufs, poissons","viandes cuites","Boeuf, à bourguignon ou pot-au-feu, cuit","Beef, stewing meat, cooked"
6231,6231,"viandes, œufs, poissons","viandes crues","Boeuf, à bourguignon ou pot-au-feu, cru","Beef, stewing meat, raw"
6241,6241,"viandes, œufs, poissons","viandes cuites","Boeuf, collier, braisé","Beef, neck, braised"
6250,6250,"viandes, œufs, poissons","viandes crues","Bœuf, steak haché 5% MG, cru","Beef, minced steak, 5% fat, raw"
6251,6251,"viandes, œufs, poissons","viandes cuites","Bœuf, steak haché 5% MG, cuit","Beef, minced steak, 5% fat, cooked"
6252,6252,"viandes, œufs, poissons","viandes crues","Bœuf, steak haché 10% MG, cru","Beef, minced steak, 10% fat, raw"
6253,6253,"viandes, œufs, poissons","viandes cuites","Bœuf, steak haché 10% MG, cuit","Beef, minced steak, 10% fat, cooked"
6254,6254,"viandes, œufs, poissons","viandes crues","Bœuf, steak haché 15% MG, cru","Beef, minced steak, 15% fat, raw"
6255,6255,"viandes, œufs, poissons","viandes cuites","Bœuf, steak haché 15% MG, cuit","Beef, minced steak, 15% fat, cooked"
6256,6256,"viandes, œufs, poissons","viandes crues","Bœuf, steak haché 20% MG, cru","Beef, minced steak, 20% fat, raw"
6257,6257,"viandes, œufs, poissons","viandes cuites","Bœuf, steak haché 20% MG, cuit","Beef, minced steak, 20% fat, cooked"
6260,6260,"viandes, œufs, poissons","autres produits à base de viande","Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru","Burger, beef based, 15% fat, raw"
6270,6270,"viandes, œufs, poissons","viandes crues","Boeuf, paleron, cru","Beef, chuck, raw"
6271,6271,"viandes, œufs, poissons","viandes cuites","Boeuf, paleron, braisé ou bouilli","Beef, chuck, braised or boiled"
6310,6310,"viandes, œufs, poissons","viandes cuites","Boeuf, queue, bouillie/cuite à l'eau","Beef, oxtail, boiled/cooked in water"
6510,6510,"viandes, œufs, poissons","viandes crues","Veau, côte, crue","Veal, chop, raw"
6511,6511,"viandes, œufs, poissons","viandes cuites","Veau, côte, grillée/poêlée","Veal, chop, grilled/pan-fried"
6512,6512,"viandes, œufs, poissons","viandes cuites","Veau, carré, sauté/poêlé","Veal, loin, sautéed/pan-fried"
6513,6513,"viandes, œufs, poissons","viandes crues","Veau, carré, cru","Veal, loin, raw"
6520,6520,"viandes, œufs, poissons","viandes cuites","Veau, escalope, cuite","Veal, escalope, cooked"
6521,6521,"viandes, œufs, poissons","viandes crues","Veau, escalope, crue","Veal, escalope, raw"
6522,6522,"viandes, œufs, poissons","viandes crues","Veau, noix, crue","Veal, tenderloin, raw"
6523,6523,"viandes, œufs, poissons","viandes cuites","Veau, noix, grillée/poêlée","Veal, tenderloin, grilled/pan-fried"
6524,6524,"viandes, œufs, poissons","viandes cuites","Veau, noix, rôtie","Veal, tenderloin, roasted"
6530,6530,"viandes, œufs, poissons","viandes crues","Veau, filet, cru","Veal fillet, raw"
6531,6531,"viandes, œufs, poissons","viandes cuites","Veau, filet, rôti/cuit au four","Veal fillet, roasted/baked"
6535,6535,"viandes, œufs, poissons","viandes crues","Veau, steak haché 20% MG, cru","Veal, minced steak, 20% fat, raw"
6536,6536,"viandes, œufs, poissons","viandes crues","Veau, steak haché 15% MG, cru","Veal, minced steak, 15% fat, raw"
6540,6540,"viandes, œufs, poissons","viandes crues","Veau, poitrine, crue","Veal, breast, raw"
6550,6550,"viandes, œufs, poissons","viandes crues","Veau, rôti, cru","Veal, roast, raw"
6551,6551,"viandes, œufs, poissons","viandes cuites","Veau, rôti, cuit","Veal, roast, cooked"
6560,6560,"viandes, œufs, poissons","viandes crues","Veau, épaule, crue","Veal, shoulder, raw"
6562,6562,"viandes, œufs, poissons","viandes cuites","Veau, épaule, grillée/poêlée","Veal, shoulder, grilled/pan-fried"
6563,6563,"viandes, œufs, poissons","viandes cuites","Veau, épaule, braisée ou bouillie","Veal, shoulder, braised/boiled"
6580,6580,"viandes, œufs, poissons","viandes crues","Veau, pied, cru","Calf, foot, raw"
6581,6581,"viandes, œufs, poissons","viandes cuites","Veau, jarret, braisé ou bouilli","Veal, knuckle or shank, braised or boiled"
6582,6582,"viandes, œufs, poissons","viandes cuites","Veau, tête, bouillie/cuite à l'eau","Calf, head, boiled/cooked in water"
6583,6583,"viandes, œufs, poissons","viandes crues","Veau, jarret, cru","Veal, knuckle or shank, raw"
6590,6590,"viandes, œufs, poissons","viandes crues","Veau, collier, cru","Veal, neck, raw"
6591,6591,"viandes, œufs, poissons","viandes cuites","Veau, collier, braisé ou bouilli","Veal, neck, braised or boiled"
7001,7001,"produits céréaliers","pains et viennoiseries","Pain, baguette, courante","Bread, French bread, baguette"
7002,7002,"produits céréaliers","pains et viennoiseries","Pain, baguette ou boule, au levain","Bread, French bread (baguette or ball), with yeast"
7004,7004,"produits céréaliers","pains et viennoiseries","Pain grillé, domestique","Toasted bread, home-made"
7007,7007,"produits céréaliers","pains et viennoiseries","Pain, baguette, de tradition française","Bread, French bread, baguette, unsalted"
7010,7010,"produits céréaliers","pains et viennoiseries","Pain, baguette ou boule, bis (à la farine T80 ou T110) ","Brown bread, French bread (baguette or ball), with flour type 80 or 110"
7012,7012,"produits céréaliers","pains et viennoiseries","Pain courant français, 400g ou boule","Bread, French bread, ball, 400g"
7025,7025,"produits céréaliers","pains et viennoiseries","Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)","Bread (baguette or ball), made with type T55-T110 flour"
7100,7100,"produits céréaliers","pains et viennoiseries","Pain, baguette ou boule, de campagne","Country-style bread, French bread (baguette or ball)"
7110,7110,"produits céréaliers","pains et viennoiseries","Pain complet ou intégral (à la farine T150)","Bread, wholemeal or integral bread (made with flour type 150)"
7111,7111,"produits céréaliers","pains et viennoiseries","Pain de mie, complet","Sandwich loaf, wholemeal"
7112,7112,"produits céréaliers","pains et viennoiseries","Pain de mie, au son","Sandwich loaf, bran grain"
7113,7113,"produits céréaliers","pains et viennoiseries","Pain de mie, multicéréale","Sandwich loaf, multigrain"
7115,7115,"produits céréaliers","pains et viennoiseries","Pain au son","Bran grain bread"
7125,7125,"produits céréaliers","pains et viennoiseries","Pain de seigle, et froment","Rye bread, and wheat"
7130,7130,"produits céréaliers","pains et viennoiseries","Pain, sans gluten","Bread, gluten free"
7160,7160,"produits céréaliers","pains et viennoiseries","Pain, baguette, sans sel","Bread, French bread, without salt"
7170,7170,"produits céréaliers","pains et viennoiseries","Pain panini","Panini bread"
7180,7180,"produits céréaliers","pains et viennoiseries","Pain pita","Pita bread"
7200,7200,"produits céréaliers","pains et viennoiseries","Pain de mie, courant","Sandwich loaf"
7201,7201,"produits céréaliers","pains et viennoiseries","Pain de mie, sans croûte, préemballé","Sandwich loaf, crust less, prepacked"
7210,7210,"produits céréaliers","pains et viennoiseries","Pain de mie brioché, préemballé","Brioche sandwich bread, prepacked"
7225,7225,"produits céréaliers","pains et viennoiseries","Pain brioché ou viennois","Brioche or Vienna bread"
7255,7255,"produits céréaliers","pains et viennoiseries","Pain, baguette ou boule, aux céréales et graines, artisanal","Bread, French bread, (baguette or ball), multigrain, from bakery"
7256,7256,"produits céréaliers","pains et viennoiseries","Muffin anglais, complet, petit pain spécial, préemballé","English muffin, wholewheat flour, prepacked"
7257,7257,"produits céréaliers","pains et viennoiseries","Muffin anglais, petit pain spécial, préemballé","English muffin, prepacked"
7258,7258,"produits céréaliers","pains et viennoiseries",Bagel,Bagel
7259,7259,"produits céréaliers","pains et viennoiseries","Pain pour hamburger ou hot dog (bun), préemballé","Rolls for hamburger/hotdog (buns), prepacked"
7260,7260,"produits céréaliers","pains et viennoiseries","Pain blanc maison (avec farine pour machine à pain)","Bread, home-made, with flour for home-made bread preparation"
7261,7261,"produits céréaliers","pains et viennoiseries","Pain de campagne maison (avec farine pour machine à pain)","Country-style bread, home-made (with flour for bread making machine)"
7262,7262,"produits céréaliers","pains et viennoiseries","Pain pour hamburger ou hot dog (bun), complet, préemballé","Rolls for hamburger/hotdog (buns), wholemeal, prepacked"
7300,7300,"produits céréaliers","pains et viennoiseries","Biscotte classique",Rusk
7301,7301,"produits céréaliers","pains et viennoiseries","Biscotte briochée","Rusk, w eggs"
7310,7310,"produits céréaliers","pains et viennoiseries","Biscotte sans adjonction de sel","Rusk, unsalted"
7330,7330,"produits céréaliers","pains et viennoiseries","Biscotte multicéréale","Rusk, multigrain"
7340,7340,"produits céréaliers","pains et viennoiseries","Biscotte complète ou riche en fibres","Rusk, wholemeal or rich in fibre"
7352,7352,"produits céréaliers","pains et viennoiseries","Galette de riz soufflé complet","Puffed rice textured bread, wholemeal"
7353,7353,"produits céréaliers","pains et viennoiseries","Galettes multicéréales soufflées","Puffed cereals textured bread"
7400,7400,"produits céréaliers","pains et viennoiseries","Pain grillé, tranches, au froment","Rusk, slice, wheat"
7403,7403,"produits céréaliers","pains et viennoiseries","Pain grillé brioché, tranché, préemballé","Rusk with eggs, sliced, prepacked"
7407,7407,"produits céréaliers","pains et viennoiseries","Pain grillé suédois au froment","Wheat swedish toast"
7409,7409,"produits céréaliers","pains et viennoiseries","Pain grillé suédois aux graines de lin","Swedish toast, with linseeds"
7410,7410,"produits céréaliers","pains et viennoiseries","Tartine craquante, extrudée et grillée","Crispbread, extruded and grilled"
7412,7412,"produits céréaliers","céréales de petit-déjeuner et biscuits","Tartine craquante, extrudée et grillée, fourrée au chocolat","Biscuit, extruded and grilled, chocolate filling"
7413,7413,"produits céréaliers","céréales de petit-déjeuner et biscuits","Tartine craquante, extrudée et grillée, fourrée aux fruits","Biscuit, extruded and grilled, fruits filling"
7420,7420,"produits céréaliers","pains et viennoiseries","Pain grillé suédois au blé complet","Wheat swedish toast, wholemeal"
7421,7421,"produits céréaliers","pains et viennoiseries","Pain grillé suédois aux fruits","Swedish toast, with fruits"
7425,7425,"produits céréaliers","pains et viennoiseries","Pain grillé, tranches, multicéréale","Rusk , slice, multigrain"
7430,7430,"produits céréaliers","pains et viennoiseries",Croûtons,Croutons
7432,7432,"produits céréaliers","pains et viennoiseries","Croûtons nature, préemballés","Croutons, plain, prepacked"
7525,7525,"produits céréaliers","pains et viennoiseries",Gressins,"Grissini or bread stick"
7602,7602,"produits céréaliers","pains et viennoiseries","Croissant, sans précision",Croissant
